"y","a","b","c","d","e"
98,0,116,1,9064,19
109,0,108,1,2852,4
109,0,108,0,5024,21
132,0,127,1,2177,12
98,0,110,1,1370,16
132,1,130,0,5814,20
131,0,108,1,6871,8
131,0,114,1,8543,21
142,0,123,0,7951,13
102,0,126,1,5743,20
109,0,119,1,2178,12
109,0,119,0,10587,10
98,0,110,0,1371,16
98,1,117,1,2853,4
98,0,119,0,7414,19
92,NA,127,1,10588,10
77,0,109,1,2854,4
92,0,123,0,10590,10
102,1,124,1,2855,4
109,0,108,1,5025,21
109,0,108,1,2856,4
98,1,111,1,8544,11
98,0,117,1,2179,12
112,0,129,0,7416,19
112,0,121,1,7145,19
112,0,131,0,2857,4
163,0,126,1,5744,20
112,0,121,0,11647,2
109,0,119,1,10591,10
82,0,129,1,2589,4
112,0,131,0,1282,16
109,0,108,0,4460,17
87,0,110,1,9989,9
120,0,111,0,8545,11
98,0,108,1,9066,6
87,0,108,0,7418,19
92,0,124,1,4461,17
87,1,115,0,2858,4
131,0,118,0,2859,4
112,0,123,0,5745,20
109,0,111,1,2860,4
66,0,112,0,657,5
102,0,126,0,6381,3
109,0,118,0,9570,1
87,1,111,1,7952,13
109,0,108,0,2861,4
92,0,123,1,7135,19
87,0,111,0,9571,1
102,0,124,1,658,5
142,0,130,0,11649,2
109,0,119,0,9029,6
98,0,119,0,11651,2
102,0,124,0,6872,8
132,0,130,1,9068,6
112,0,124,0,571,5
82,0,129,0,7419,19
142,0,131,1,2180,12
82,1,131,0,5746,20
109,0,114,1,7855,13
122,0,131,0,11652,2
109,0,115,0,9069,6
92,0,127,0,7371,19
120,0,119,1,5026,21
112,0,121,1,7953,13
98,0,118,0,8546,11
NA,0,117,1,7420,19
109,0,109,1,898,16
87,0,118,1,9991,9
87,0,113,1,7954,13
112,1,123,1,7422,19
120,0,118,1,1372,16
98,0,108,1,9992,9
112,0,124,1,1373,16
120,0,115,1,3546,14
109,0,108,1,11052,18
112,0,122,1,4462,17
112,0,126,0,3547,14
98,0,110,1,1374,16
109,0,116,0,8547,11
142,0,130,0,228,15
77,0,110,1,6382,3
98,0,116,0,8548,11
98,0,115,1,659,5
102,0,124,0,9962,9
120,0,108,1,229,15
122,0,131,1,1594,16
77,0,111,1,661,5
77,0,114,0,4906,21
87,NA,108,1,2862,4
120,0,130,0,9502,1
98,0,111,1,6873,6
98,0,118,0,5027,21
120,0,118,0,6874,8
98,0,109,0,1376,16
92,0,128,0,805,5
92,0,121,0,4463,17
96,0,132,0,1378,16
82,0,127,1,1909,12
112,0,122,1,2181,12
87,0,115,0,6383,3
132,0,122,0,4464,17
87,0,110,0,7955,13
112,NA,130,1,7423,19
102,1,125,0,8549,11
131,0,115,0,4465,17
98,0,108,0,10592,10
112,0,130,1,9070,6
87,0,119,0,8487,11
98,1,115,0,8551,11
98,0,119,0,1380,16
98,0,111,0,5028,21
98,1,111,1,7957,13
77,0,111,1,3549,14
98,0,108,1,1379,16
122,0,131,1,4564,17
112,0,129,0,10593,10
142,0,125,1,663,5
87,0,111,1,8552,11
92,0,124,1,3318,14
109,1,108,1,7958,13
98,0,111,1,2864,4
102,0,124,1,9993,9
112,0,131,0,11005,18
98,1,116,0,8776,6
102,0,122,0,11654,2
109,0,108,1,4467,17
92,0,122,1,6875,8
102,0,120,1,5030,21
122,0,121,1,6386,3
109,0,109,0,1383,16
102,0,127,1,5031,21
102,0,131,1,2865,4
124,0,131,1,1381,16
87,0,116,1,6384,13
109,0,110,0,11130,18
109,0,118,0,3985,7
122,0,121,1,5029,21
120,0,116,0,2183,12
109,0,112,1,11131,18
120,0,111,1,6385,3
122,0,127,1,11132,18
102,0,120,0,1382,16
102,0,131,1,11135,18
109,1,118,0,2875,4
102,NA,128,0,5038,21
NA,0,117,1,1388,16
87,0,111,0,6880,8
102,0,129,1,9071,6
92,0,124,1,6387,3
120.2,0,116,0,10594,10
92,0,119,0,9572,1
98,NA,110,1,664,5
109,1,109,0,2184,12
102,0,123,1,11137,18
142,0,124,0,11139,18
98,0,110,0,1391,16
98,0,109,0,2871,4
120,0,113,1,10599,10
82,0,120,0,6391,3
102,1,120,1,7961,13
98,0,115,0,3990,7
102,0,123,1,1595,16
102,0,121,1,6876,8
102,0,120,1,2185,12
131,0,118,0,3551,14
120,0,108,1,9072,6
98,0,113,1,4469,17
92,0,126,1,5033,21
102,0,125,1,4470,17
120,0,115,1,7425,19
98,0,114,1,11657,2
102,0,131,1,666,5
132,0,130,0,4474,17
51,0,120,1,2188,12
120,0,113,0,9994,9
102,0,131,0,11628,2
109,0,119,1,8553,11
102,1,127,1,11656,2
109,1,110,0,10595,10
102,0,127,0,1389,16
109,1,108,1,2872,4
92,0,120,1,2189,12
102,0,130,0,235,15
132,1,130,1,665,5
109,0,114,0,9835,9
142,0,120,0,9573,1
131,0,114,1,3986,7
112,0,129,0,11133,18
82,0,129,0,6388,3
109,0,116,0,5034,21
120,0,114,0,2186,12
109,0,112,1,8555,11
102,0,122,1,1390,16
131,0,119,1,3499,14
98,0,119,1,230,15
77,0,109,0,1206,16
102,0,124,0,10596,10
106,0,107,1,4471,17
109,0,114,1,11356,2
122,1,125,1,231,15
120,0,118,1,9073,6
72,0,124,0,232,15
92,0,128,1,2867,4
102,0,127,1,3552,14
98,0,112,1,3078,4
82,0,124,0,9574,1
92,0,125,1,6389,3
142,0,109,0,9995,9
120,0,117,0,4472,17
109,0,112,0,11478,2
102,1,127,1,2873,4
109,0,119,1,11140,18
120,0,108,1,2869,4
92,0,120,1,3987,7
112,0,125,0,7959,13
112,0,131,0,6877,8
92,0,121,1,3406,14
131,1,119,1,233,15
82,0,120,0,10597,10
87,0,108,1,10598,10
120,1,111,0,234,15
109,0,114,1,5035,21
102,0,131,0,5036,21
98,0,114,0,5037,21
142,0,126,0,9075,6
102,0,123,1,6390,3
120,0,110,1,10600,10
102,0,125,1,8556,11
109,0,108,0,4192,17
120,0,113,1,6879,8
120,0,111,0,1386,16
122,1,124,0,1387,16
120,0,117,1,7960,13
98,0,116,0,7427,19
102,0,126,0,5747,20
112,0,123,0,4473,17
120,0,119,1,4475,17
120,1,118,1,11138,18
82,0,123,1,2874,4
112,0,129,1,668,5
109,0,118,1,2870,4
87,0,109,1,2187,12
87,0,117,0,3989,7
102,0,131,0,8554,11
153,1,109,1,11134,18
112,NA,122,1,9575,13
102,0,127,0,3553,14
120,0,117,1,1392,16
82,1,120,1,6882,8
131,0,118,1,3991,7
87,0,108,0,1210,16
87,0,112,1,2190,12
98,0,111,1,3992,7
102,0,128,1,6138,3
132,NA,125,0,10986,18
109,0,111,0,1279,16
109,0,108,0,11141,18
131,0,110,0,4476,17
120,0,109,1,7962,13
102,1,123,1,3554,14
98,0,116,0,9576,1
112,1,125,0,6883,8
87,0,110,0,6392,3
153,0,126,1,4477,17
131,0,110,0,5039,21
98,0,113,0,11658,2
102,0,127,0,1376,16
120,0,113,0,7963,13
92,0,131,1,11142,18
112,1,129,1,236,15
109,1,119,0,5040,21
98,0,111,0,720,5
98,0,109,1,237,15
77,0,117,1,5041,21
92,0,131,0,5042,21
102,0,121,0,11541,2
92,0,126,1,5553,20
77,0,117,0,3734,14
109,0,116,1,6393,3
98,0,114,1,6787,8
98,0,116,0,2876,4
102,0,124,1,5043,21
109,0,108,0,6394,3
77,0,114,1,1393,16
132,0,124,0,238,15
109,0,108,0,10601,10
102,0,124,1,2878,4
120,0,117,0,9076,6
109,0,108,1,2879,4
131,0,114,0,670,5
92,0,122,0,9953,9
131,0,118,0,6395,3
82,1,120,0,9077,6
98,0,110,1,10602,10
102,0,125,0,9577,1
98,0,109,0,9078,6
98,0,108,1,9079,6
112,0,129,1,6884,10
102,1,128,1,8557,11
98,0,114,1,6396,3
131,0,117,0,7964,13
102,0,123,1,5748,20
109,0,108,1,6397,3
120,0,116,0,1394,16
98,0,108,0,4479,17
112,0,121,1,239,15
122,0,125,1,10603,10
82,0,131,0,240,15
142,0,127,0,11619,2
109,0,116,0,8558,11
122,0,122,1,5749,20
92,0,131,1,7243,19
102,0,123,0,7190,19
112,0,125,1,242,15
102,1,131,1,3682,14
120,0,118,1,9080,6
92,0,124,0,2191,12
98,0,112,0,9996,9
72,1,127,1,3137,4
112,1,122,0,4480,17
109,0,115,1,4990,21
87,1,132,0,2881,4
98,0,118,1,7429,19
87,0,111,0,11143,18
109,0,116,0,7427,19
112,0,126,1,1395,16
120,0,108,1,11144,18
87,0,107,0,243,15
98,0,117,1,3558,14
102,1,129,1,5044,21
109,1,117,0,1396,16
92,NA,122,1,2882,4
98,0,116,1,6398,3
77,0,115,1,8559,11
92,0,131,0,10874,10
82,0,125,1,2883,4
87,0,115,1,10605,10
87,0,113,0,671,5
77,0,109,1,7965,13
102,0,129,1,10606,10
82,0,129,1,672,5
55,0,114,0,10607,10
112,0,131,1,9997,9
87,0,114,0,1397,16
92,0,124,1,8605,3
109,0,118,1,7967,13
115,0,132,0,6885,8
102,0,123,1,2884,4
98,0,118,0,9578,1
112,1,122,1,11659,2
131,0,112,0,8561,11
109,0,114,0,5447,20
98,0,110,1,6877,8
122,0,120,0,6399,3
102,0,131,0,9464,1
NA,0,127,0,9579,1
98,0,111,1,9580,1
102,0,126,1,6400,3
153,0,116,1,3559,14
112,0,126,0,5751,20
132,0,126,0,3560,14
120,0,113,1,11145,18
109,0,111,1,5513,20
87,NA,112,0,244,15
120,0,108,1,9081,6
92,0,123,0,9082,6
109,0,117,0,5752,20
109,0,119,0,2192,12
92,1,124,0,245,15
142,0,128,0,11660,2
109,1,118,1,5045,21
118,0,107,1,11661,2
98,0,112,0,9998,9
132,0,123,0,3993,7
106,0,107,0,4481,17
102,0,121,1,11366,2
112,0,128,0,3562,14
102,0,122,0,9083,6
112,0,126,0,11671,2
132,0,131,1,1398,16
98,0,111,0,5046,21
132,0,128,1,11662,2
112,0,122,1,2193,12
131,0,119,1,674,5
109,0,109,0,5047,21
112,0,127,1,9999,9
102,1,130,1,7968,13
98,0,115,1,9084,8
92,1,131,0,5930,20
102,0,125,1,9581,1
112,0,130,0,10608,10
82,0,127,0,2885,4
122,0,123,1,6886,8
120,0,108,1,11663,2
87,0,108,0,6401,3
120,0,116,0,675,5
109,1,111,0,5871,20
98,0,119,0,6403,3
112,1,120,0,3563,14
131,0,113,1,10000,9
98,1,108,0,7969,13
102,0,123,0,2886,4
112,1,123,1,3554,14
102,0,124,1,1399,16
98,0,112,0,2143,12
87,0,132,0,11664,2
102,0,127,0,9085,6
132,0,127,1,10255,10
72,0,123,0,10270,10
92,1,120,0,4482,17
92,0,121,0,5048,21
82,0,126,1,5049,21
112,0,130,1,11551,2
102,0,124,0,4483,17
92,0,123,0,9582,1
109,1,115,1,5755,20
92,0,131,1,4484,17
122,0,130,1,9086,6
87,0,108,0,3577,14
120,0,112,1,676,5
131,0,108,0,2194,12
92,0,125,0,6404,3
142,0,121,1,5261,21
112,0,131,0,3737,14
102,1,120,1,9087,6
82,1,131,1,2195,12
115,0,132,1,1400,16
131,0,111,1,1656,16
122,1,127,1,8562,11
77,0,115,1,3994,7
102,0,123,1,9089,6
98,1,119,1,9583,1
112,0,131,1,677,5
92,0,125,1,246,15
98,1,117,0,10001,9
131,0,115,1,10002,9
NA,NA,110,1,9090,6
109,0,111,1,6405,3
120,0,112,1,10584,10
109,0,118,1,2197,12
92,0,127,0,8719,11
122,0,128,0,6887,8
87,1,119,0,247,15
102,0,122,0,7312,19
98,0,108,0,9091,6
112,0,120,0,9584,1
66,0,110,0,1865,12
112,0,128,1,11665,2
98,0,114,0,5756,20
98,0,115,1,1402,16
NA,0,118,1,5757,20
98,1,109,1,2887,4
112,0,128,1,11701,2
102,0,122,1,6800,8
106,1,107,1,2198,12
109,0,116,1,9092,6
98,0,109,0,2888,4
109,1,123,1,2199,12
112,0,120,1,4485,17
131,0,118,1,9093,6
109,0,115,0,4486,17
92,0,120,0,11783,2
87,0,112,1,9585,1
112,0,131,1,3624,14
109,0,109,1,9095,6
109,0,108,1,6889,8
98,0,108,0,2060,12
98,0,114,0,5956,20
120,0,116,0,6890,8
120,0,108,1,7970,13
109,0,108,1,10003,9
102,0,121,0,5759,20
109,0,114,1,2200,12
109,0,119,1,2890,4
92,0,127,0,3995,7
109,0,108,0,6407,3
120,0,115,1,10004,9
98,NA,109,0,8564,11
92,1,121,1,11146,18
131,0,114,1,7972,13
98,0,111,1,11147,18
87,0,116,1,11148,18
120,0,118,1,3191,14
112,0,121,0,2891,4
92,1,122,1,5760,20
131,0,119,1,11668,2
98,0,117,1,10005,9
102,1,130,1,11669,2
82,0,124,1,6408,3
92,0,130,1,9586,1
109,NA,117,1,630,5
82,0,124,1,7195,19
120,0,116,1,3996,7
112,0,122,1,3567,14
183,0,127,1,7973,13
132,0,129,1,6009,20
120,0,115,1,1403,16
92,0,124,0,10614,10
98,0,108,1,1415,16
98,0,119,1,251,15
87,1,117,1,5057,21
120,0,110,1,1405,16
122,0,126,1,11671,2
NA,0,114,1,9587,1
87,0,111,1,8565,11
120,0,116,1,11149,18
112,0,127,1,5010,21
87,0,132,0,1406,16
98,0,109,1,7974,13
83,NA,107,0,2093,12
92,0,124,1,3770,14
102,1,127,0,11150,18
92,0,127,0,6409,3
102,0,126,0,5762,20
98,1,118,0,7239,19
92,0,124,0,7982,13
122,0,127,1,9588,1
109,0,109,0,9589,1
102,1,121,1,3997,7
102,0,126,1,5763,20
112,0,122,0,9096,6
102,1,125,1,11672,2
98,0,116,0,5764,20
102,0,125,0,5052,21
98,0,108,0,7975,13
112,1,130,0,3905,7
112,0,129,0,6410,3
109,0,108,1,5094,21
122,0,127,1,3481,14
87,0,108,1,9590,1
131,0,117,1,11152,18
98,0,111,1,9100,6
109,0,114,1,8568,11
131,0,111,1,7432,19
109,0,108,1,7976,13
98,0,109,1,1407,16
109,0,116,0,10609,10
102,0,127,1,3998,7
87,0,110,1,5766,20
109,0,108,1,11673,2
98,0,109,0,6891,8
87,0,108,1,8569,11
120,0,114,0,4488,17
109,0,115,1,3727,14
98,1,109,0,2892,4
122,0,128,1,5054,21
132,0,124,1,10006,9
112,1,130,1,3570,14
87,0,110,0,9428,1
102,1,127,1,252,15
87,NA,108,1,2202,12
92,0,122,0,7308,19
109,NA,111,1,7977,13
142,0,120,1,678,5
92,0,122,1,5273,21
120,0,115,1,679,5
122,0,130,0,2893,4
142,0,109,0,8566,11
112,0,130,0,11649,2
102,0,131,0,11712,2
98,0,115,0,5767,20
98,0,116,1,10009,9
92,0,126,0,10615,10
131,0,118,0,2898,4
122,0,124,1,680,5
122,NA,129,1,10007,9
131,0,127,0,2201,12
122,0,130,1,11860,2
109,0,109,1,6411,3
112,0,122,0,9097,6
102,0,131,1,1409,16
115,0,132,0,10491,10
112,0,124,0,10610,10
NA,0,109,0,6414,3
120,0,115,1,7433,19
109,0,111,0,253,15
102,0,130,0,5056,21
109,0,118,0,7431,19
109,0,116,1,10008,9
109,0,112,1,11444,2
87,0,110,0,8567,11
109,1,116,1,5768,20
109,0,119,1,10611,10
122,0,127,0,4489,17
120,0,108,1,1414,16
109,0,114,0,3999,7
131,0,110,1,4000,7
112,1,126,0,7434,19
120,NA,114,1,7978,13
102,1,124,1,83,15
98,0,112,1,11677,2
112,1,128,1,249,15
120,0,108,0,1410,16
98,0,108,1,10612,10
92,0,125,1,5843,20
109,0,116,1,250,15
98,0,119,0,1412,16
109,0,108,0,2894,4
120,0,111,1,6412,3
102,0,123,1,1416,16
109,0,117,0,6415,3
102,0,126,0,7981,13
92,0,127,1,6413,3
92,0,120,1,2899,4
102,0,126,0,4490,17
122,0,130,1,7979,13
112,NA,130,0,2895,4
115,0,132,1,9098,6
132,0,124,1,5770,20
102,0,130,0,7980,13
98,0,111,0,10613,10
163,0,128,0,2896,4
120,0,116,1,1413,16
98,1,115,0,4487,17
142,0,115,1,2897,4
109,0,118,1,3572,14
77,0,112,1,10616,10
102,0,122,1,7435,19
131,0,108,1,4226,17
112,0,120,1,5236,21
109,NA,109,1,1918,12
98,0,109,0,254,15
98,0,113,0,4491,17
98,0,114,0,6893,8
92,1,130,0,2203,12
112,0,128,1,6894,8
102,0,130,1,10010,9
120,0,112,1,2900,4
98,0,117,1,255,15
98,0,114,0,7436,19
109,0,116,1,9591,1
120,0,114,0,10011,9
109,0,115,1,1417,16
87,0,114,0,642,5
120,0,113,0,4822,21
120,0,118,1,5771,20
96,0,132,1,4492,17
102,0,128,1,7983,13
122,0,131,0,1418,16
92,0,123,1,10012,9
112,1,120,1,8570,11
102,0,122,0,5772,20
102,0,131,0,681,5
98,0,108,1,7984,13
98,0,108,0,1419,16
92,0,124,0,1045,16
112,0,130,0,256,15
109,0,111,1,1420,16
112,0,131,0,5773,20
87,0,109,0,9592,1
98,NA,119,1,2888,4
92,0,122,1,4001,7
98,0,111,0,2204,12
109,0,108,0,2205,12
92,0,126,0,5059,22
131,1,117,1,2901,4
102,0,127,0,1422,16
112,0,123,1,6416,3
87,0,116,1,5060,21
87,0,116,1,2206,12
102,0,123,1,10014,9
120,0,111,0,5061,21
98,0,113,0,2902,4
183,0,125,1,1423,16
92,1,126,1,1424,16
112,0,130,0,4002,7
120,0,113,1,5774,20
98,0,113,0,5776,20
102,0,126,1,5739,20
72,0,122,1,7438,19
82,0,121,0,9593,1
109,0,114,1,4003,7
102,0,121,1,11153,18
120,1,117,0,257,15
142,0,112,1,5062,21
112,1,126,1,11154,18
132,0,126,1,4004,7
132,0,127,1,4493,17
109,0,116,0,3543,14
102,0,126,0,1425,16
122,0,130,1,2207,12
87,0,115,0,9101,6
106,0,107,1,1960,12
112,1,129,1,10849,10
120,0,108,1,4005,7
105,0,132,1,1426,16
109,0,110,0,6366,3
112,0,123,0,8571,11
109,0,113,0,7439,19
142,0,127,1,2903,4
92,1,126,1,7985,13
122,0,121,0,4494,17
87,0,109,0,1427,16
92,0,131,0,2904,4
109,0,110,0,7986,13
98,0,108,0,4446,17
98,0,115,0,5987,20
87,0,110,0,8572,11
118,1,107,0,1428,16
120,0,117,1,5063,21
120,0,119,1,9102,6
102,0,126,0,4006,7
98,0,111,0,7987,13
92,0,122,0,6417,3
112,0,122,0,7988,13
98,0,119,1,5778,20
98,0,116,1,7441,19
102,0,128,1,682,5
129,0,122,1,7989,13
109,0,117,1,5064,21
77,0,108,0,10618,10
NA,0,109,1,9971,9
102,0,127,1,683,5
87,NA,116,1,2905,4
112,0,121,1,4495,17
112,0,131,1,10670,10
92,0,130,0,8574,11
120,0,116,1,1028,16
109,0,116,1,11407,2
98,1,113,0,3574,14
77,0,108,0,4007,7
102,1,127,0,2208,12
98,0,116,0,4496,17
72,0,126,1,2209,12
92,0,121,0,8575,11
142,0,131,1,2564,4
92,0,121,0,10620,10
98,1,114,0,8576,11
109,0,116,1,7990,13
96,0,132,1,5522,20
102,0,126,1,10621,10
98,0,108,1,10622,10
92,0,126,0,4497,17
98,0,110,0,11812,2
NA,0,112,1,9103,6
92,1,130,0,11735,2
98,0,114,0,5779,20
102,0,123,0,7991,13
102,0,123,1,9104,6
109,0,112,1,4008,7
109,0,118,1,4498,17
98,0,112,0,2715,4
87,0,112,0,10015,9
92,0,125,1,10623,10
82,1,125,0,8577,11
102,1,129,1,3457,14
98,0,109,0,2907,4
87,NA,110,0,2908,4
98,0,109,1,9105,6
92,0,121,0,11680,2
92,0,121,0,258,15
131,1,113,0,11155,18
142,0,110,1,4009,7
142,0,118,0,10016,9
132,0,131,1,2909,4
112,1,118,1,5065,21
98,0,114,1,6418,3
92,1,128,1,259,15
92,0,121,1,11643,2
142,0,108,1,2910,4
92,0,131,0,6419,3
82,0,126,1,9643,1
131,0,119,0,4010,7
98,0,117,0,3575,14
109,0,108,0,2210,12
112,0,123,1,1429,16
98,0,110,1,10017,9
109,0,108,0,2812,4
92,0,130,0,5781,20
109,0,113,1,9106,6
98,0,110,0,1430,16
92,0,120,0,10624,10
109,0,108,1,9357,1
109,0,117,0,2212,12
120,1,116,0,3576,14
122,1,129,0,5066,21
92,NA,121,0,260,15
98,0,114,0,10625,10
120,1,109,1,9595,1
120,0,115,1,10627,10
98,0,117,1,6420,3
98,0,111,1,11156,18
82,0,124,1,6895,8
132,0,120,0,7443,19
87,NA,112,1,4499,17
102,1,121,0,8578,11
92,0,125,1,6421,3
98,0,109,0,11681,2
98,0,118,0,10018,9
109,0,114,1,11683,2
120,1,116,1,10019,9
98,0,110,1,11157,18
92,0,131,0,3577,14
109,0,119,0,11116,18
98,NA,116,0,4500,17
92,0,131,0,7151,19
87,0,116,0,9596,1
109,0,109,0,2912,4
165,0,107,0,8579,11
102,0,129,0,6896,8
112,0,120,1,6422,3
72,0,123,1,2213,12
112,1,128,1,1311,16
82,0,131,0,684,5
163,0,128,0,6897,8
98,1,115,0,6423,3
92,0,124,1,3789,14
112,0,126,0,10377,10
112,0,120,0,10628,10
132,1,121,0,5067,21
102,1,131,1,261,15
NA,0,107,0,4501,17
122,0,130,0,5962,20
122,0,131,1,7280,19
109,1,111,1,5068,21
82,0,129,0,4011,7
92,0,130,1,5069,21
87,0,111,1,7445,19
112,0,124,1,1431,16
87,0,116,0,6898,8
142,0,127,1,2214,12
153,0,110,1,4249,17
112,0,124,1,7394,19
102,0,131,0,3579,14
102,0,128,0,2210,12
112,0,129,1,7298,19
132,0,124,1,9108,6
102,0,123,0,8242,13
102,0,128,1,9597,1
98,0,114,0,4502,17
109,0,111,0,11685,2
120,0,110,0,7993,13
109,0,112,1,4012,7
115,0,131,0,5070,21
92,0,129,0,5783,20
112,0,125,1,6424,3
112,0,123,0,3822,7
109,0,110,1,11158,18
146,0,120,1,2913,4
122,0,130,0,2914,4
98,0,108,1,9109,6
142,0,127,1,9110,6
102,0,130,0,2915,4
82,0,129,1,2215,12
77,1,111,1,8580,11
120,0,113,1,9111,6
122,0,132,1,6425,3
120,1,119,0,4013,7
77,0,116,1,7446,19
142,0,126,1,9112,6
NA,0,108,0,8833,6
109,0,118,1,6426,3
77,0,111,1,6899,8
122,0,129,1,11423,19
112,0,128,1,10629,10
109,0,119,1,2216,12
98,0,113,1,6900,8
92,0,126,0,7994,13
92,1,126,0,3580,14
98,1,107,1,2916,4
122,0,123,0,11160,18
122,0,128,0,9113,6
131,0,114,1,11162,18
109,0,112,1,9114,6
98,0,115,1,10630,10
98,0,111,1,6901,8
102,1,126,1,2217,12
132,0,128,0,5071,21
82,0,125,1,11574,2
109,NA,119,0,6264,3
92,0,127,0,1290,16
120,0,118,0,1438,16
87,1,111,0,2222,12
122,0,126,1,2223,12
132,0,128,0,3582,14
109,0,112,0,7448,19
92,0,125,1,10991,18
102,0,128,0,566,12
109,0,112,1,6903,8
102,0,128,1,10632,10
92,1,124,0,2917,4
122,0,124,1,9598,1
102,1,128,1,2918,4
62,0,129,0,8132,13
120,0,112,0,4504,17
98,1,111,1,2920,4
82,0,120,1,5072,21
98,0,111,1,5073,21
109,0,119,1,7450,19
122,0,123,0,4503,17
102,0,122,1,10633,10
122,0,129,1,5872,20
142,0,120,0,9115,6
98,1,114,1,9499,1
120,0,108,1,4442,17
122,0,124,1,7452,19
109,0,115,0,7998,13
142,0,110,1,11170,18
112,1,125,1,4136,7
122,0,131,1,1403,16
120,0,113,1,10634,10
98,0,116,1,5785,20
82,0,123,0,10020,9
120,0,118,0,7328,19
87,1,108,0,8581,11
102,0,131,1,1088,16
142,0,118,1,7454,19
98,NA,118,1,7996,13
109,0,118,1,2922,4
62,0,123,1,2218,12
112,0,127,1,5074,21
102,0,120,1,2219,12
98,0,115,0,10635,10
87,0,111,1,3549,14
92,1,131,1,8583,11
98,1,115,1,2224,12
98,1,108,1,10021,9
112,0,120,0,9116,6
NA,0,126,1,5075,21
87,0,111,1,685,5
98,0,114,0,5787,20
102,0,126,1,686,5
98,0,108,1,262,15
132,0,131,1,10022,9
112,0,129,0,3584,14
131,0,115,1,11772,2
92,0,122,0,5791,20
132,0,129,0,3496,14
92,0,127,1,5790,20
120,0,116,0,6905,8
87,0,112,0,2220,12
122,0,123,0,1432,16
92,1,128,1,263,15
109,0,111,0,11163,18
98,0,117,1,3787,14
112,0,128,0,1433,16
131,0,118,1,5925,20
102,0,127,1,11164,18
120,0,113,0,4014,7
98,1,118,0,265,15
109,0,108,0,1437,16
102,1,126,1,267,15
112,0,129,1,11690,2
98,0,118,1,11774,2
112,0,120,1,11687,2
77,1,114,1,2221,12
102,0,126,1,11165,18
109,0,119,1,1434,16
102,1,126,1,266,15
122,0,129,0,4831,21
112,0,120,1,1113,16
122,0,129,1,6428,3
120,0,108,0,8584,11
120,0,109,0,7995,13
141,0,107,1,4015,7
120,0,115,1,687,16
112,0,127,0,1435,16
102,0,127,1,6427,3
92,0,124,0,1436,16
77,0,117,0,10636,10
102,0,119,0,4016,7
102,0,124,1,7519,19
98,0,114,0,9117,6
92,0,125,1,9599,1
120,0,112,1,11166,18
109,0,109,1,5076,21
109,1,113,1,11168,18
98,0,111,0,2919,4
112,0,125,0,5077,21
109,0,109,1,11169,18
131,0,115,0,11171,18
98,0,115,1,1439,16
102,0,124,0,9118,6
109,0,113,0,9119,6
98,1,114,0,5792,20
72,0,122,0,688,5
109,0,116,0,7456,19
132,0,129,1,797,5
122,0,122,1,2923,4
142,0,116,1,11172,18
92,1,120,0,268,15
102,0,122,1,11173,18
87,0,113,0,7999,13
87,1,110,1,269,15
102,0,120,0,5794,20
98,0,114,1,6906,10
102,0,130,1,6429,3
120,0,110,1,4505,17
102,0,129,0,10977,18
98,0,116,0,11174,18
109,0,111,0,7458,19
102,1,127,0,5795,20
132,0,129,0,2910,4
131,0,109,1,9646,1
142,0,130,1,1441,16
102,0,127,1,6430,3
109,0,110,1,11175,18
109,0,109,0,1442,16
98,0,112,0,10637,10
87,1,116,1,8585,11
98,0,111,0,7459,19
102,0,125,0,11177,18
87,1,118,0,2225,12
131,0,119,0,5796,20
109,0,118,0,11693,2
87,0,112,1,270,15
109,0,111,1,9601,1
NA,0,112,0,6431,3
153,0,123,0,9120,6
98,0,118,1,2924,4
122,0,127,1,11776,2
109,1,110,0,8000,13
102,0,126,1,690,5
102,0,130,1,5797,20
112,0,121,1,4506,17
109,0,115,0,11819,2
102,1,128,1,5078,21
66,0,109,0,2226,12
112,0,122,1,7461,19
102,0,123,1,9121,6
120,0,113,1,9106,6
118,1,107,1,9122,6
98,0,118,0,691,5
98,0,114,1,6432,3
131,0,117,0,10023,9
153,0,119,0,7462,19
131,0,111,0,8001,13
98,0,112,1,2228,12
120,0,108,1,3586,14
82,1,120,1,2482,4
92,0,131,1,10723,10
92,0,121,0,7466,19
120,0,118,1,7464,19
98,0,111,0,8586,11
98,0,108,0,5799,20
98,0,115,1,4507,17
82,0,121,0,2925,4
98,NA,108,0,3588,14
109,0,115,1,4508,17
131,0,112,1,7271,19
120,0,109,0,9123,6
82,0,123,1,11178,18
122,0,122,0,3590,14
92,0,126,1,5800,20
102,0,126,0,11420,2
98,0,115,1,11697,2
98,0,112,1,7085,19
120,0,109,0,8002,13
92,0,124,1,9602,1
98,0,116,0,10639,10
102,0,122,1,2926,4
183,0,131,1,8003,13
92,1,129,1,4018,7
98,0,113,0,8004,13
102,0,129,0,5079,21
102,0,131,1,5802,20
109,0,109,0,8005,13
109,1,117,0,484,5
92,0,121,0,5803,20
112,0,129,0,9124,6
92,0,121,0,2927,4
87,0,109,0,1817,16
131,0,119,0,271,15
102,0,124,0,7292,19
98,0,111,1,6433,3
109,0,110,1,5080,21
109,0,119,0,5805,20
92,0,125,0,5806,20
72,0,122,0,8006,13
112,0,127,1,612,5
82,0,129,0,5807,20
NA,1,113,1,7468,19
120,0,108,1,9603,1
98,0,111,0,10024,9
98,0,116,1,10640,10
109,0,119,1,692,5
98,0,119,1,10641,10
98,0,119,0,11698,2
