"y","a","b","c","d","e"
122,0,125,0,8007,15
120,0,115,0,10025,9
142,0,128,1,10026,9
112,0,124,0,5808,20
102,0,128,1,10642,10
98,1,110,0,1444,16
87,1,116,0,272,15
87,0,112,1,10027,9
112,0,126,1,5647,20
120,0,116,1,11700,2
77,0,109,0,6434,3
120,0,109,1,6794,8
105,1,126,0,1445,16
132,0,123,0,693,5
87,0,109,0,2929,4
109,1,108,1,6436,3
112,0,128,0,7469,19
82,0,125,0,2553,4
102,0,121,1,2128,12
82,1,127,1,7204,19
122,0,128,0,10643,10
109,0,110,1,11179,18
120,0,117,0,1446,16
82,1,125,1,35,15
112,0,123,1,11673,2
112,1,122,1,4509,17
109,0,114,0,273,15
98,0,119,1,5081,21
132,0,129,0,6907,8
72,0,126,0,2930,4
92,0,125,0,1953,12
98,0,113,0,7471,19
109,0,115,1,10644,10
92,0,122,0,2931,4
112,0,128,1,11701,2
92,0,117,1,10453,10
122,0,120,0,1447,16
109,0,113,1,694,5
102,0,130,0,2229,12
109,0,119,1,4019,7
98,0,116,1,5419,20
122,0,129,0,7416,19
102,0,121,1,5082,21
109,0,108,0,1448,16
92,0,123,1,10645,10
82,0,121,1,5409,20
131,0,112,0,2230,12
72,0,125,1,3932,7
132,1,131,1,11702,2
102,1,126,0,3591,14
112,0,123,0,5809,20
98,1,111,1,9,15
120,0,116,1,9604,1
131,0,119,1,11703,2
102,0,129,0,9369,1
98,0,109,1,8008,13
92,0,126,1,1450,16
142,0,112,0,7448,19
NA,0,126,0,1451,16
82,1,124,0,11180,18
132,0,124,0,2231,12
87,1,132,0,10646,10
112,0,123,1,4510,17
142,0,109,0,8009,13
122,0,122,1,3592,14
132,0,128,0,11181,18
92,0,120,1,8587,11
66,0,112,1,6437,3
153,0,117,1,9125,6
109,0,108,1,6438,3
87,0,110,1,6439,3
131,0,113,0,11719,2
105,0,132,1,1452,6
109,0,108,1,8588,11
102,0,131,0,1164,16
87,1,109,0,10028,9
112,0,128,0,603,5
87,0,119,1,1652,16
96,0,132,1,1454,16
102,0,124,1,7377,19
124,0,132,1,1455,16
153,0,125,0,4455,17
98,0,110,0,11705,2
112,0,125,1,2932,4
122,0,126,0,4200,17
109,0,110,0,2745,4
98,0,108,0,1457,16
92,1,125,0,274,15
120,0,109,1,4511,17
87,0,132,0,9126,6
109,1,113,0,6045,20
98,0,108,1,9128,6
98,0,115,0,5812,20
109,0,113,1,4512,17
122,0,131,0,1458,16
102,1,123,1,5813,20
120,0,108,1,10029,9
112,0,124,1,1459,16
98,NA,110,1,5083,21
NA,0,121,1,3746,14
109,0,111,1,1460,16
102,0,124,0,3372,14
109,0,116,0,11182,18
109,0,116,1,3594,14
92,0,128,1,2933,4
87,0,118,1,8010,13
122,0,122,1,7473,19
92,0,123,1,5084,21
102,1,126,0,4513,17
77,0,109,1,6440,3
98,0,110,1,2232,12
102,0,122,0,6441,3
120,0,114,0,8011,13
112,0,131,1,1461,16
122,0,130,0,7475,19
132,0,130,1,11706,2
122,0,121,0,2934,4
118,1,108,0,11708,2
120,0,119,0,8012,13
NA,0,120,0,8589,11
102,0,124,0,10647,10
98,1,108,0,5085,21
112,0,121,1,10030,9
131,0,119,0,7462,19
98,0,119,1,6484,3
102,0,129,1,3517,14
193,0,129,0,11409,2
109,1,108,0,2935,4
102,0,121,0,1462,16
112,0,122,0,1463,16
122,0,126,1,9130,6
98,1,117,1,5730,20
109,0,112,1,8013,13
131,0,110,1,8015,13
153,0,117,0,8014,13
122,0,128,0,5086,22
109,0,112,0,275,15
82,0,129,0,1990,12
98,1,117,1,276,15
120,0,112,0,11183,18
112,0,121,1,6444,3
122,0,121,1,10648,10
82,0,131,1,8017,13
102,0,126,1,1464,16
92,0,122,1,10649,10
77,0,110,0,11709,2
109,0,118,1,5087,21
109,1,108,0,11184,18
98,0,110,1,8018,13
112,0,123,1,1465,16
102,0,129,0,856,16
120,0,117,1,10650,10
120,0,111,0,9605,1
131,0,112,0,8019,13
92,0,129,0,4514,17
87,0,108,0,2936,4
87,0,110,1,277,15
92,1,130,0,5814,20
120,0,114,1,2233,12
98,0,115,0,2234,12
92,0,123,0,5088,21
NA,1,114,0,8590,11
87,0,115,0,278,15
77,0,116,1,10032,9
98,0,119,1,3608,14
109,1,113,1,2235,12
77,0,109,0,4141,17
112,1,122,0,6445,3
109,0,109,1,10031,9
87,0,110,0,779,5
92,0,131,1,3701,14
98,0,108,1,11706,2
120,0,113,0,4515,17
98,0,116,0,5815,20
109,0,116,0,10651,10
120,1,109,0,8021,13
102,0,122,0,1559,16
112,0,131,1,1467,16
87,0,117,0,8591,11
98,1,113,1,8029,13
112,0,131,0,11712,2
112,0,127,1,6912,8
122,0,131,1,8019,13
98,0,115,0,696,5
92,0,125,0,9563,1
92,0,126,0,2937,4
109,0,111,1,2583,4
122,1,121,1,7375,19
102,0,129,1,5816,20
120,0,108,1,4516,17
109,0,115,1,5089,22
131,0,111,0,5090,21
82,0,127,0,698,5
109,0,114,0,5674,20
92,0,127,0,1477,16
98,0,117,0,6448,3
120,1,117,1,11186,18
98,0,108,1,8032,13
109,1,109,0,8030,13
102,0,130,1,10655,10
102,1,122,1,280,15
98,0,114,0,1469,16
83,0,114,1,5091,21
112,1,120,0,6446,3
112,0,131,0,2236,12
102,0,126,1,2939,4
92,0,131,1,6908,8
87,0,110,1,1470,16
98,0,108,0,2940,4
82,0,120,1,8592,11
98,0,116,0,6449,3
109,0,118,0,2942,4
109,1,111,0,282,15
105,1,132,1,2944,4
98,0,114,0,7114,19
95,0,107,0,9608,1
98,0,117,1,10652,10
120,0,117,0,8593,11
109,0,108,0,6447,3
98,0,109,0,6909,8
102,0,121,0,9606,1
112,0,123,1,8022,13
109,0,117,1,3206,14
120,0,118,0,8597,11
122,0,122,0,11711,2
109,0,116,1,8023,13
102,0,127,1,1471,16
112,0,130,1,1472,16
109,0,115,0,5092,21
98,0,114,0,10653,10
82,1,131,1,2239,12
112,0,129,0,9131,6
98,0,111,0,4518,17
142,0,121,1,118,15
77,1,117,1,5818,20
92,0,126,1,2237,12
102,NA,115,1,8024,13
131,0,108,1,8025,13
132,0,127,1,1473,16
87,1,114,0,10654,10
92,0,128,1,3633,14
82,0,123,1,6401,3
112,0,130,1,7476,19
109,1,108,1,2764,4
109,0,118,1,3598,14
120,0,118,0,3599,14
87,0,115,1,2240,12
112,0,130,1,7703,13
102,0,123,1,8027,13
120,0,114,0,8028,13
142,0,131,0,7157,19
92,1,123,1,2238,12
112,0,127,1,7478,19
102,0,130,1,2076,12
92,0,125,0,4020,7
142,0,128,1,5094,21
112,0,125,0,1479,16
120,0,113,0,8031,13
72,0,118,0,8596,11
109,0,119,0,701,5
122,0,123,1,4519,17
98,0,112,1,6450,3
92,0,120,1,9607,1
87,0,113,1,283,15
109,0,108,1,1148,16
87,0,115,0,8594,11
112,0,128,1,9019,6
82,0,130,1,3264,14
102,NA,130,1,6910,8
122,0,121,1,3600,14
109,0,112,1,4021,7
98,0,112,1,5097,21
120,0,109,1,4022,7
120,0,117,1,1478,16
109,0,117,0,2943,4
120,0,116,0,10033,9
92,0,121,0,11647,2
109,0,109,0,6911,8
112,0,122,0,10034,9
112,0,123,0,5819,20
120,1,109,0,8595,11
98,NA,108,0,6451,3
102,0,123,1,1474,16
109,0,111,1,1475,16
102,0,123,1,1476,16
164,0,116,1,699,5
109,0,113,0,2941,4
120,0,108,1,700,5
102,0,131,0,11496,2
109,0,108,1,4881,21
122,0,122,1,4517,17
132,0,127,0,11185,18
109,0,108,1,5095,21
98,0,118,1,281,15
92,0,126,0,5098,21
NA,0,108,1,1030,16
109,0,109,1,1546,16
102,0,121,1,3600,14
92,0,126,1,5820,20
72,0,126,0,284,15
92,0,125,0,5821,20
87,0,107,1,10035,9
112,1,122,0,8033,13
102,0,120,0,1481,16
109,0,108,1,10071,9
120,0,109,1,2242,12
98,0,112,0,9132,6
109,1,111,0,285,15
98,0,111,1,3228,14
92,0,124,0,4520,17
109,0,113,0,8034,13
122,0,130,1,10037,9
118,1,107,0,8598,11
87,0,108,0,1482,16
77,0,112,0,5099,21
98,0,112,1,11187,18
102,0,127,0,10038,9
82,0,130,1,7300,19
98,0,113,1,4521,17
163,0,123,1,2753,4
98,0,108,1,1483,16
112,1,129,0,702,5
112,1,124,1,2818,4
77,0,132,0,11664,2
109,0,111,1,2945,4
98,0,108,1,5100,21
77,0,117,0,2946,4
122,0,124,1,11188,18
109,0,110,1,2244,12
98,0,115,1,6452,3
102,1,129,1,1485,16
132,1,122,1,11189,18
112,0,127,1,3602,14
155,0,125,0,6453,3
98,0,110,1,10039,9
120,0,111,0,11713,2
109,0,116,1,704,5
82,0,131,1,3939,7
120,0,109,0,1486,16
120,0,112,0,705,5
109,0,110,1,6454,3
102,0,131,1,10040,9
122,0,130,0,11714,2
105,0,132,1,1455,16
142,0,131,1,11715,2
112,1,128,1,706,5
72,0,126,1,5101,21
132,0,124,0,1502,16
87,1,117,1,286,15
106,0,107,0,1505,16
92,0,128,1,3806,7
98,0,113,1,287,15
120,0,113,0,7479,19
77,1,108,1,2814,4
122,0,128,0,11190,18
NA,0,118,0,10657,10
92,1,125,1,288,15
130,0,107,1,1490,16
112,1,128,0,4023,7
92,0,120,0,8035,13
87,0,109,0,10658,10
153,0,110,0,9609,1
87,1,116,1,2948,4
102,0,121,0,8036,13
98,1,108,0,289,15
109,0,109,1,11716,2
112,0,120,0,9133,6
92,0,126,1,5102,21
98,0,111,0,1491,16
109,1,111,0,290,15
98,0,114,1,10659,10
122,0,129,1,5822,20
98,0,108,0,10660,10
98,0,117,1,2245,12
98,0,110,0,5103,21
92,0,125,1,2950,4
131,0,109,1,4522,17
98,0,117,0,1220,16
102,0,126,1,5104,21
109,0,111,1,2951,4
132,0,126,1,10214,10
109,0,110,0,11191,18
92,0,127,1,10662,10
120,0,112,1,10661,10
102,0,128,0,2952,4
131,0,113,1,3752,14
98,1,115,1,11852,2
NA,0,112,0,7229,19
106,0,107,1,10663,10
98,0,110,1,6046,3
82,1,128,0,2750,4
102,0,126,0,3604,14
72,0,130,0,4024,7
98,0,109,1,11192,18
102,0,123,0,11404,2
120,0,113,0,2246,12
120,0,113,0,11719,2
102,NA,128,1,9134,6
122,0,127,0,5105,21
120,0,108,0,291,15
87,0,108,1,1492,16
109,0,108,1,3560,14
92,0,122,1,3785,14
92,0,125,1,2174,12
112,0,121,1,9610,1
132,0,129,0,8413,16
102,0,126,0,9135,6
122,0,131,0,707,5
98,1,108,0,8037,13
112,0,126,0,2953,4
87,1,109,0,1494,16
102,0,131,0,3653,14
98,0,119,0,5823,20
87,0,117,1,10664,10
109,0,116,1,1495,16
98,0,109,1,2954,4
102,1,128,1,2247,12
77,1,119,1,4025,7
98,0,118,1,6914,8
112,0,127,0,10665,10
92,1,124,0,293,15
120,0,111,0,8038,13
132,0,120,1,4027,7
109,0,109,1,2248,12
109,1,108,0,10666,10
109,0,118,0,2249,12
132,0,125,0,5824,20
98,0,111,0,9136,6
98,0,108,1,6455,3
98,0,111,0,10041,9
92,0,126,1,4523,17
109,0,108,0,7481,19
98,0,117,1,1496,16
122,0,126,0,7282,19
98,0,116,1,2003,12
109,1,118,1,5106,21
102,0,124,0,1724,16
120,0,110,1,11193,18
98,0,113,0,11720,2
112,0,120,0,11632,2
98,0,108,1,1498,16
120,0,111,1,5107,21
87,1,117,1,7763,13
87,0,107,1,1499,16
92,0,125,0,5108,21
142,0,128,1,3607,14
98,0,113,1,7482,19
112,0,125,0,9611,1
153,0,108,0,6456,3
98,1,112,0,9138,6
120,0,108,0,1500,16
109,0,114,0,8039,13
120,0,114,0,7484,19
109,1,114,1,11049,18
109,0,110,1,4328,17
72,0,126,0,9612,1
122,0,121,1,5825,20
109,0,119,1,3608,14
87,0,108,1,294,15
92,0,126,1,8599,11
109,0,118,1,9139,6
112,0,131,1,2955,4
120,0,108,1,10667,10
109,0,119,1,8040,13
112,1,124,0,1501,16
175,0,114,0,1502,16
98,0,119,1,10042,9
72,0,127,1,5826,20
87,0,111,1,9613,1
112,0,124,0,2957,4
120,0,114,1,4028,7
112,0,131,1,6915,8
98,0,113,0,1503,16
112,0,126,0,9614,1
87,0,113,1,295,15
109,0,109,0,708,5
102,NA,122,1,8601,11
131,0,110,1,2667,4
102,0,127,1,5827,20
82,0,124,1,8041,13
98,0,109,1,4525,17
92,0,131,0,2250,12
142,0,129,0,709,16
102,1,129,1,296,15
109,0,116,1,9615,1
109,0,116,0,2251,12
109,1,113,1,297,15
92,0,121,0,6457,3
112,0,125,1,9616,1
122,0,127,1,9140,6
142,0,128,1,4294,17
82,0,124,0,5828,20
132,0,125,0,2252,12
132,NA,122,1,2958,4
112,0,122,0,10668,10
NA,0,131,1,7067,19
109,0,111,1,1504,16
92,0,126,0,3609,14
112,0,121,1,11432,2
102,0,120,1,7486,19
112,0,128,0,1505,16
120,1,116,0,5109,21
87,0,108,0,298,15
98,1,117,1,5475,20
109,0,117,0,710,5
109,0,114,1,6916,8
142,0,129,1,10043,9
120,0,117,1,5829,20
92,0,129,0,1078,16
120,1,110,0,2959,4
102,0,124,1,10669,10
82,0,124,1,7488,19
109,0,111,0,10670,10
112,0,123,0,9141,6
87,0,108,1,8602,11
102,0,120,0,4527,17
98,1,119,1,8604,11
72,0,120,0,8087,13
142,0,113,0,4528,17
109,0,115,1,5110,21
82,0,125,0,5111,21
142,0,115,1,8043,13
152,0,132,1,9687,1
102,1,130,1,3570,14
120,0,113,0,7304,19
102,0,131,1,4529,17
122,0,129,0,9142,6
82,0,129,1,9618,1
92,0,127,0,9529,1
112,0,121,1,1506,16
92,0,129,1,10671,10
120,0,108,0,5112,21
82,0,123,1,2960,4
92,0,121,0,10672,10
109,0,110,1,1507,16
72,NA,121,0,5113,22
98,0,109,1,11721,2
82,0,130,1,10673,10
112,1,131,0,1509,16
102,0,131,0,969,16
87,0,115,0,9619,1
122,0,127,1,10044,9
115,0,132,1,4840,21
98,0,108,1,10674,10
120,0,114,0,3611,14
131,0,119,0,10675,10
112,0,121,0,9620,1
122,NA,126,0,6917,8
98,NA,111,0,10676,10
98,1,111,0,2253,12
122,0,124,0,9143,6
120,0,116,1,3253,14
122,0,125,1,1510,16
102,0,122,0,4531,17
131,0,115,0,9841,9
102,0,122,0,11722,2
66,0,109,1,5114,21
109,0,108,0,299,15
109,0,109,1,7808,13
109,0,119,0,10046,9
120,0,117,1,4530,17
87,1,113,1,8044,13
82,0,129,0,2254,12
92,0,120,1,5935,20
98,0,108,0,2256,12
82,1,120,1,2821,4
142,0,108,1,8610,11
163,0,124,0,4540,17
102,0,124,0,712,5
109,0,115,0,2264,12
98,0,110,1,11158,18
92,1,126,0,7093,19
98,0,108,1,5115,21
131,0,114,1,4533,17
62,0,123,0,9621,1
109,0,114,0,4534,17
109,0,108,1,2961,4
98,1,109,1,5116,21
109,0,114,1,2962,4
109,0,111,0,2257,12
112,0,120,1,11314,2
131,0,113,1,11723,2
102,0,124,1,8045,13
112,0,125,1,10681,10
122,0,129,0,3615,14
109,0,117,1,4030,7
66,0,109,0,2226,12
109,0,111,1,711,5
92,1,129,0,5122,21
98,1,117,1,8050,13
109,0,118,0,10682,10
142,0,129,1,5816,20
92,0,127,1,10047,9
122,0,125,0,3612,14
124,1,132,1,8046,13
102,0,127,1,6458,3
131,0,118,1,9144,6
98,1,114,1,2258,12
120,0,115,0,8047,13
77,0,112,1,9622,1
109,0,114,0,10677,10
122,0,122,1,4535,17
112,0,126,0,10048,9
102,0,128,1,3613,14
142,0,118,0,9151,6
109,0,112,1,2968,9
109,0,118,0,8051,13
98,1,118,0,1517,16
109,0,110,0,5119,21
102,0,124,0,6918,8
98,0,116,1,2969,4
98,0,115,0,10678,10
82,0,129,1,2259,12
109,0,112,1,2963,4
112,0,122,0,9145,6
120,0,116,0,2964,4
102,0,127,1,10679,10
132,0,131,1,9128,6
98,0,113,0,1511,16
142,0,108,0,4539,17
109,0,108,1,8913,6
98,1,114,1,301,15
77,0,109,1,8605,3
112,0,121,1,8048,13
109,0,109,1,8606,11
72,0,121,0,9623,1
98,0,115,0,10049,9
132,0,120,0,6459,3
109,0,115,1,7259,19
98,0,117,1,7295,19
92,0,131,0,3341,14
98,0,109,0,11698,2
102,0,120,1,5831,20
82,1,131,1,302,15
122,0,122,1,10053,9
98,0,108,1,5832,20
122,1,131,1,4063,7
109,1,118,0,4536,17
92,1,128,0,5117,21
98,0,116,0,9146,6
142,0,120,1,10050,9
92,0,129,0,10054,9
92,0,125,1,5118,21
122,0,131,1,10680,10
112,0,122,0,2260,12
98,0,113,1,2966,4
87,0,111,0,10422,10
109,0,111,0,10051,9
130,1,117,1,9147,6
62,0,120,1,2261,12
109,0,118,0,6460,3
120,0,114,0,9148,6
122,0,130,1,11747,2
102,0,120,0,9149,6
109,0,112,1,9150,6
102,0,128,1,6461,3
102,0,122,0,1512,16
82,0,124,1,6462,3
120,0,113,1,1514,16
122,0,131,1,11194,18
142,0,108,1,4537,17
102,0,131,0,3614,14
87,0,108,1,8608,11
102,0,130,1,8049,13
98,0,108,1,2262,12
98,1,109,1,2967,4
92,0,108,0,10683,10
98,0,119,1,5121,21
112,0,125,1,713,5
142,0,118,0,2263,12
87,0,118,0,6633,3
153,0,128,0,876,16
120,0,109,0,1515,16
109,0,114,0,4538,17
112,0,125,0,8609,11
77,1,108,0,303,15
82,0,132,0,9624,1
109,0,110,0,10052,9
120,0,113,0,11195,18
120,1,116,0,4541,17
109,0,108,0,10684,10
106,0,107,1,9625,1
92,1,126,0,714,5
131,0,119,0,11095,18
109,0,113,1,4542,17
82,0,123,1,6919,8
98,0,117,0,1518,16
130,0,107,0,2970,4
NA,0,130,1,5833,20
112,0,130,1,1519,16
102,0,123,1,3616,14
122,0,131,1,5119,21
122,0,125,0,8052,13
132,1,129,1,10685,10
112,0,131,1,3586,14
109,0,111,0,4543,17
87,0,112,1,5341,20
109,0,112,0,715,5
131,0,114,0,5123,21
122.2,0,123,0,9152,6
131,0,110,1,8053,13
102,NA,120,1,9626,1
120,0,119,0,304,15
98,1,119,1,5834,20
92,0,120,0,10686,10
112,0,130,0,4031,7
98,0,115,1,4544,17
92,0,121,0,10055,9
98,0,116,0,9627,1
98,1,110,1,5984,20
102,0,120,1,7490,19
109,0,108,0,10056,9
153,1,127,0,4545,17
131,0,113,1,6713,8
120,0,118,1,3776,14
153,0,129,0,8054,13
120,1,110,0,11196,18
82,0,129,0,2971,4
102,0,128,1,11726,2
87,NA,119,0,11175,18
102,0,122,0,10687,10
NA,0,132,1,2972,4
112,0,120,1,4546,17
102,1,125,0,5836,20
77,0,108,1,10692,10
98,0,117,0,716,5
82,0,129,1,5837,20
120,0,114,1,5124,21
132,0,124,1,10689,10
102,0,130,0,6464,3
131,0,115,1,7425,19
109,0,116,0,9153,6
102,0,127,1,717,5
120,0,108,0,8847,6
82,0,124,1,718,5
77,0,114,0,10625,10
120,0,115,1,8055,13
98,0,107,0,1520,16
92,0,124,0,1067,16
109,0,110,0,1521,16
109,0,118,0,8056,13
98,0,109,0,8057,13
122,0,123,0,11198,18
98,0,117,0,10057,9
92,0,131,0,305,15
132,1,128,0,10690,10
109,1,109,0,2973,4
92,0,121,1,8402,11
82,1,129,1,5838,20
98,0,108,0,719,5
82,0,121,0,306,15
109,NA,113,1,10058,9
131,0,115,0,11199,18
102,0,122,0,1522,16
122,0,130,1,3673,14
132,0,127,1,9628,1
131,0,116,1,10691,10
112,0,126,1,1523,16
120,0,112,1,11200,18
98,0,112,1,10692,10
98,0,108,0,1524,16
92,0,129,1,8960,6
109,0,108,0,8611,11
112,0,128,0,10693,10
109,0,116,0,11728,2
109,0,117,1,2265,12
131,0,119,1,10694,10
109,0,112,0,8612,11
109,0,110,1,9154,6
102,0,123,1,7955,13
122,1,127,1,5125,21
66,1,109,1,2974,4
109,0,114,1,8058,13
98,0,115,1,11471,2
112,0,125,1,2266,12
142,0,114,0,2267,12
163,1,131,1,4032,7
112,0,125,1,4033,7
109,0,118,0,9155,6
112,0,131,0,10695,10
109,1,117,0,2975,4
118,0,107,1,9629,1
112,0,124,1,9156,6
120,1,118,1,5126,21
92,0,130,1,3620,14
92,0,126,1,7491,19
122,0,131,1,11201,18
98,0,110,1,5127,21
122,0,124,0,1525,16
109,0,119,1,9157,6
120,0,111,0,1526,16
98,0,114,1,7179,19
98,0,119,0,3621,14
98,1,110,0,7634,13
142,0,113,0,5575,20
98,1,110,0,2976,4
98,1,109,0,10697,10
87,1,113,0,10696,10
87,0,113,0,5839,20
142,0,109,0,2268,12
87,0,114,0,6465,3
82,0,121,0,3622,14
109,0,108,1,11729,2
112,0,123,1,11791,2
142,0,108,0,9630,1
102,0,131,0,6920,8
109,0,119,1,10059,9
98,0,119,0,8613,11
98,0,110,1,10698,10
153,0,109,1,2269,12
98,0,115,0,1853,12
92,1,120,1,7493,19
131,0,115,0,1527,16
87,1,111,0,3204,14
132,0,121,1,1528,16
98,0,108,1,1529,16
112,0,130,0,720,5
102,0,127,1,8059,13
122,0,129,1,7398,19
131,0,109,0,10699,10
98,1,108,0,6921,8
102,1,121,0,5840,20
92,0,120,0,7494,19
112,0,131,1,3624,14
62,1,122,1,5841,20
102,NA,120,1,8060,13
109,0,114,1,2100,12
92,1,125,1,5842,20
153,0,117,0,5128,22
92,NA,130,1,6466,3
142,0,109,1,11109,18
153,0,119,0,4548,17
92,0,121,1,6467,3
112,0,122,1,4547,17
122,0,120,1,11202,18
112,0,129,1,11731,2
82,0,125,1,9158,6
92,0,131,0,11732,2
109,0,108,1,4273,17
92,0,121,1,308,15
96,0,131,0,1666,16
92,1,127,0,6468,3
82,1,121,0,1531,16
132,0,129,1,7821,13
132,0,123,1,5129,21
102,0,123,1,7319,19
92,0,125,1,5843,20
109,0,109,0,5130,21
132,0,122,1,4635,17
102,0,121,1,1532,16
92,0,131,1,1049,16
98,0,108,0,2977,4
112,0,121,0,8614,11
122,0,131,1,5008,21
109,0,111,1,10700,10
109,0,114,0,4034,7
153,0,131,0,9159,6
98,0,110,0,5131,21
102,0,123,1,3625,14
98,0,113,0,6469,3
82,0,131,1,2978,4
82,1,121,1,2271,12
102,0,131,0,8615,3
98,0,116,1,7499,19
98,0,113,1,6894,8
153,0,110,0,8616,11
77,0,108,0,5132,21
132,0,125,1,9160,6
131,0,108,1,4035,7
109,0,117,0,6470,3
112,0,119,1,2979,4
120,0,119,0,5844,20
131,0,113,0,7471,19
153,0,123,0,309,15
77,0,119,1,2273,12
120,0,119,0,8062,13
92,0,131,0,10060,9
102,0,130,0,721,5
77,0,119,1,8617,11
98,1,110,1,8063,13
109,0,109,0,1534,16
92,0,127,0,1533,16
109,0,111,0,722,5
109,0,114,0,5351,20
82,0,131,0,6620,3
142,0,117,0,11203,18
77,0,110,1,8064,13
122,0,129,1,6802,8
109,0,117,1,8618,11
98,0,108,0,2980,4
102,0,127,1,2272,12
122,0,131,0,8619,22
109,0,113,0,10061,9
122,0,131,0,4167,17
87,0,118,0,2273,12
102,1,125,1,723,5
120,0,115,1,11339,2
122,0,114,0,9632,1
112,0,123,0,9161,6
98,0,114,0,1537,16
109,0,110,0,1535,16
132,1,131,0,4551,17
98,0,115,0,310,15
92,0,120,0,6472,3
122,0,121,0,9162,6
109,0,110,1,8620,11
112,1,121,1,3627,14
87,0,118,0,5993,20
112,0,123,0,9163,6
122,0,126,1,725,5
109,0,119,0,11734,2
132,0,120,1,8621,11
92,0,129,0,3478,14
131,0,109,0,6922,8
109,0,109,0,1538,16
102,0,123,1,9634,1
102,0,123,0,10062,9
98,0,112,0,10701,10
109,0,118,0,11204,18
131,0,112,0,8622,11
92,0,112,1,1540,16
102,0,127,1,6473,3
131,0,112,0,1541,16
122,0,120,1,5133,21
112,0,131,0,8065,13
98,NA,119,1,8066,13
102,1,130,0,11735,2
122,0,121,0,10702,10
153,0,130,1,3629,14
120,0,115,0,6923,8
109,0,117,1,6474,3
92,0,130,1,10715,10
109,0,119,0,8067,13
82,1,126,0,4036,7
98,0,114,1,5846,20
132,0,122,0,8068,13
82,NA,121,0,5880,20
87,0,111,0,8623,11
98,0,108,1,6831,8
87,0,111,0,10703,10
120,0,113,1,11205,18
92,1,127,0,2981,4
102,0,120,1,10706,10
131,0,113,1,7342,19
98,0,118,0,9635,1
98,0,108,1,2982,4
87,0,109,0,2983,4
109,0,110,0,6475,3
98,0,118,0,11738,2
109,1,108,1,728,5
102,0,129,0,6477,3
98,0,110,1,11740,2
98,0,118,0,4552,17
112,0,122,0,311,15
109,0,119,0,3630,14
98,0,114,1,10063,9
112,1,129,0,7496,19
98,0,108,0,9636,1
120,1,111,0,11780,2
92,0,130,0,2274,12
142,0,122,0,11079,18
92,1,128,1,2985,4
102,0,131,1,11737,2
131,NA,119,1,3588,14
112,0,129,1,11208,18
163,0,131,1,5138,22
98,1,112,1,6927,8
92,1,108,1,5134,21
92,0,122,0,10705,10
102,0,125,1,1564,16
131,0,110,1,11206,18
142,0,122,1,1543,16
132,0,131,0,7498,19
98,0,118,0,11738,2
109,0,109,0,2991,4
102,0,125,1,7408,19
109,0,109,1,2275,12
102,0,125,1,5923,20
92,0,131,0,10993,18
109,0,108,1,726,5
98,0,108,0,8069,13
82,0,124,1,11879,2
92,0,127,0,7348,19
142,0,121,1,8071,13
109,0,110,0,3374,14
102,0,121,0,11207,18
122,0,124,1,6924,8
87,0,114,0,4956,21
102,0,125,0,2277,12
102,0,123,1,4037,7
102,0,125,1,1544,16
95,0,108,0,8070,13
98,0,119,1,9164,6
120,0,110,0,11209,18
98,0,117,1,1548,16
109,0,110,0,4555,17
98,0,117,1,3631,14
102,0,131,1,9166,6
95,0,107,0,2964,4
98,0,109,1,6476,3
112,0,127,1,2278,12
109,0,119,0,5135,21
102,0,125,1,3632,14
120,0,109,1,5136,21
92,0,128,1,3633,14
109,0,119,0,6926,8
98,0,116,0,6928,8
112,0,131,0,1545,16
132,0,125,1,5849,20
92,0,126,0,3609,14
98,0,117,0,727,5
142,0,129,1,2986,4
120,0,111,0,4553,17
92,0,129,1,8624,11
98,0,114,0,9167,6
87,0,110,0,10707,10
132,0,125,1,3634,14
98,0,114,1,2989,4
142,0,108,1,4556,17
92,1,128,0,312,15
112,0,130,1,989,16
87,NA,116,0,2990,4
109,0,109,0,4381,17
109,0,109,1,2987,4
NA,0,115,0,5137,21
82,0,126,0,9637,1
122,0,130,1,1546,16
92,0,125,1,5850,20
109,0,108,1,6925,8
132,0,129,1,4596,17
98,0,109,0,7497,19
109,NA,116,1,11210,18
98,0,109,1,11716,2
98,0,116,0,1547,16
92,0,122,1,2279,12
122,0,120,0,11211,18
98,0,118,1,9168,6
102,0,129,1,2988,4
98,0,108,0,1916,12
109,0,117,1,10064,9
102,0,123,0,5852,20
102,1,120,0,2992,4
120,1,112,0,313,15
102,1,127,1,10708,10
131,0,117,1,4558,17
98,NA,113,0,2280,12
109,0,111,1,5139,21
98,0,108,0,8072,13
82,0,123,1,3635,14
98,0,108,0,11212,18
102,0,123,1,10500,10
92,0,120,0,9169,6
109,0,118,1,9638,1
102,0,121,1,5899,20
98,0,109,1,10709,10
92,0,124,0,6929,15
109,0,117,0,7184,19
120,0,115,1,9894,9
87,0,116,1,7499,19
98,0,119,0,11482,2
112,0,121,1,11742,2
109,0,111,1,6369,3
87,0,112,1,10710,1
112,0,126,0,11743,2
109,0,117,0,9794,9
109,0,115,1,3705,14
92,1,126,1,4559,17
102,0,123,1,6478,3
132,0,130,0,3636,14
98,0,118,1,6479,3
109,0,111,0,4038,7
102,1,120,0,11744,2
131,0,115,0,3778,14
98,1,118,1,10711,10
112,0,130,1,10712,10
98,NA,115,0,10713,10
92,0,127,0,1535,16
142,0,108,0,10967,18
98,0,110,0,1549,16
